year,survey,species_code,catchjoin,hauljoin,stratum,numcpue
2004,EBS_SLOPE,21740,1225659,1225407,12,1769.6072483112891
2004,EBS_SLOPE,21740,1230181,1225488,12,100.53269510486955
2004,EBS_SLOPE,21740,1230017,1225468,11,145.78335849432614
2004,EBS_SLOPE,10115,1226093,1225413,11,66.586880786399945
2004,EBS_SLOPE,30060,NA,1225476,33,0
2004,EBS_SLOPE,30060,NA,1225608,13,0
2004,EBS_SLOPE,10112,1230369,1225445,61,292.9797653525059
2004,EBS_SLOPE,21720,NA,1225396,12,0
2004,EBS_SLOPE,21720,NA,1225415,13,0
2004,EBS_SLOPE,10261,NA,1225594,64,0
2004,EBS_SLOPE,10261,NA,1225520,61,0
2008,EBS_SLOPE,10112,-110295,-4539,41,234.26158445009085
2008,EBS_SLOPE,10110,-107732,-4482,12,89.54722015206461
2008,EBS_SLOPE,10110,-114721,-4653,11,1482.9974344144384
2008,EBS_SLOPE,30060,NA,-4532,45,0
2008,EBS_SLOPE,30060,NA,-4632,34,0
2008,EBS_SLOPE,30060,NA,-4623,33,0
2008,EBS_SLOPE,30060,NA,-4626,33,0
2008,EBS_SLOPE,30060,-108361,-4496,11,144.9794696989284
2008,EBS_SLOPE,10130,-111199,-4563,61,2298.2482751646694
2008,EBS_SLOPE,10130,NA,-4599,33,0
2008,EBS_SLOPE,10130,NA,-4493,12,0
2008,EBS_SLOPE,10115,-113720,-4626,33,45.75583200975057
2008,EBS_SLOPE,21720,NA,-4561,62,0
2010,EBS_SLOPE,10130,-199683,-7311,11,102.92511460282657
2010,EBS_SLOPE,10112,-195543,-7219,35,23.817680798109524
2010,EBS_SLOPE,10115,NA,-6505,51,0
2010,EBS_SLOPE,10115,-196537,-7242,21,77.97489832073259
2010,EBS_SLOPE,10110,-181705,-6520,41,1128.5806134518157
2010,EBS_SLOPE,30060,NA,-7233,24,0
2010,EBS_SLOPE,30060,-197528,-7264,11,447.8277037176127
2010,EBS_SLOPE,10261,NA,-6540,33,0
2010,EBS_SLOPE,10261,NA,-7276,14,0
2012,EBS_SLOPE,10115,-243328,-9306,33,99.79056455264514
2012,EBS_SLOPE,10110,-231589,-8757,62,3893.1113341497885
2012,EBS_SLOPE,10110,NA,-9352,13,0
2012,EBS_SLOPE,21740,NA,-8783,61,0
2012,EBS_SLOPE,21740,NA,-8814,43,0
2012,EBS_SLOPE,10130,NA,-8780,64,0
2012,EBS_SLOPE,10130,NA,-9314,22,0
2012,EBS_SLOPE,30060,NA,-8763,61,0
2012,EBS_SLOPE,30060,NA,-8813,44,0
2012,EBS_SLOPE,30060,-243206,-9302,41,494188.79297739145
2012,EBS_SLOPE,30060,NA,-9296,33,0
2012,EBS_SLOPE,10261,NA,-9339,11,0
2016,EBS_SLOPE,10110,-446494,-15849,62,25.600635714986076
2016,EBS_SLOPE,10110,NA,-15874,43,0
2016,EBS_SLOPE,21720,NA,-16291,12,0
2016,EBS_SLOPE,21720,-453513,-15889,11,74.48982662641832
2016,EBS_SLOPE,30060,-460137,-16306,11,803.826374306976
2016,EBS_SLOPE,10115,NA,-15858,51,0
2016,EBS_SLOPE,10115,NA,-15562,31,0
2016,EBS_SLOPE,10130,NA,-15876,45,0
2016,EBS_SLOPE,10130,-461185,-16268,12,1578.670249124333
2016,EBS_SLOPE,10261,NA,-16271,11,0
2002,EBS_SLOPE,10112,1134316,1129959,43,308.8712454769667
2002,EBS_SLOPE,10115,1130081,1129942,12,399.6222450841668
2002,EBS_SLOPE,10115,1133596,1129954,61,130.8995237247009
2002,EBS_SLOPE,10115,1134243,1129995,44,200.95094580720445
2002,EBS_SLOPE,21720,NA,1129980,12,0
2002,EBS_SLOPE,10261,NA,1129931,12,0
2004,EBS_SLOPE,10110,NA,1225516,63,0
2004,EBS_SLOPE,10130,1231564,1225420,11,11486.98990775526
2004,EBS_SLOPE,10130,1229657,1225530,11,1469.4597917775475
2004,EBS_SLOPE,10130,1227954,1225581,52,1473.0086451711163
2004,EBS_SLOPE,10130,NA,1225619,23,0
2004,EBS_SLOPE,21740,NA,1225594,64,0
2004,EBS_SLOPE,21740,1230084,1225532,11,6178.6649830059905
2004,EBS_SLOPE,10115,1232942,1225422,12,215.84604025717516
2004,EBS_SLOPE,10115,1234080,1225510,55,25.261830664745116
2004,EBS_SLOPE,30060,NA,1225439,63,0
2004,EBS_SLOPE,30060,NA,1225427,13,0
2004,EBS_SLOPE,10112,1230980,1225619,23,118.05661806511814
2004,EBS_SLOPE,21720,NA,1225491,12,0
2004,EBS_SLOPE,21720,1226521,1225500,41,167.64508997986974
2004,EBS_SLOPE,21720,1232585,1225592,41,49.65957369043731
2004,EBS_SLOPE,21720,NA,1225404,13,0
2004,EBS_SLOPE,10261,NA,1225434,63,0
2004,EBS_SLOPE,10261,NA,1225404,13,0
2004,EBS_SLOPE,10261,NA,1225567,13,0
2008,EBS_SLOPE,10112,-108309,-4495,11,366.53861640102696
2008,EBS_SLOPE,21740,NA,-4561,62,0
2008,EBS_SLOPE,10110,NA,-4520,23,0
2008,EBS_SLOPE,30060,NA,-4618,45,0
2008,EBS_SLOPE,10130,NA,-4566,64,0
2008,EBS_SLOPE,21720,-111885,-4578,61,22.679238615322713
2008,EBS_SLOPE,10261,NA,-4586,51,0
2010,EBS_SLOPE,10130,-180679,-6494,62,2015.7777472965408
2010,EBS_SLOPE,21740,NA,-7228,24,0
2010,EBS_SLOPE,21740,NA,-7286,13,0
2010,EBS_SLOPE,21740,NA,-7323,12,0
2010,EBS_SLOPE,10110,-200340,-7326,12,430.16104261573184
2010,EBS_SLOPE,30060,NA,-6493,63,0
2010,EBS_SLOPE,21720,NA,-7287,14,0
2010,EBS_SLOPE,10261,NA,-6537,41,0
2010,EBS_SLOPE,10261,NA,-7314,11,0
2012,EBS_SLOPE,10112,-231767,-8761,61,6431.722227475761
2012,EBS_SLOPE,10115,NA,-9315,21,0
2012,EBS_SLOPE,10115,-230607,-8730,12,197.67895257830187
2012,EBS_SLOPE,10110,NA,-9283,12,0
2012,EBS_SLOPE,10130,-232934,-8792,62,656.7195544814542
2012,EBS_SLOPE,10130,-243927,-9321,11,2189.438906424331
2012,EBS_SLOPE,30060,NA,-8764,65,0
2012,EBS_SLOPE,10261,NA,-8789,62,0
2012,EBS_SLOPE,10261,NA,-9366,14,0
2012,EBS_SLOPE,10261,NA,-9369,13,0
2012,EBS_SLOPE,10261,NA,-9283,12,0
2016,EBS_SLOPE,10110,NA,-15840,64,0
2016,EBS_SLOPE,10110,-446182,-15842,62,120.78122650050261
2016,EBS_SLOPE,10110,NA,-15552,43,0
2016,EBS_SLOPE,10110,-447755,-15879,32,224.47696866301519
2016,EBS_SLOPE,10110,-458359,-16293,13,94.88586985245342
2016,EBS_SLOPE,21720,NA,-15863,45,0
2016,EBS_SLOPE,21720,NA,-15864,44,0
2016,EBS_SLOPE,21720,NA,-15544,35,0
2016,EBS_SLOPE,10130,NA,-15877,44,0
2016,EBS_SLOPE,10130,-453626,-15892,11,851.1917931492072
2016,EBS_SLOPE,10261,NA,-15861,44,0
2016,EBS_SLOPE,10261,NA,-15552,43,0
2016,EBS_SLOPE,10261,NA,-15554,41,0
2016,EBS_SLOPE,10261,NA,-16297,23,0
2002,EBS_SLOPE,10112,NA,1129905,45,0
2002,EBS_SLOPE,10115,1130220,1130042,12,2096.0823173447666
2002,EBS_SLOPE,10115,1135969,1129956,21,296.88935527507607
2002,EBS_SLOPE,10110,NA,1129982,13,0
2002,EBS_SLOPE,10130,NA,1130006,53,0
2002,EBS_SLOPE,10130,1134487,1129993,31,6310.519979376705
2002,EBS_SLOPE,21720,1134495,1129993,31,25.757224405619205
2002,EBS_SLOPE,21740,NA,1129946,12,0
2002,EBS_SLOPE,30060,NA,1130029,22,0
2004,EBS_SLOPE,10110,1232256,1225520,61,1559.1397849462367
2004,EBS_SLOPE,10130,1225653,1225407,12,1685.3402364869419
2004,EBS_SLOPE,21740,NA,1225401,13,0
2004,EBS_SLOPE,30060,NA,1225424,12,0
2004,EBS_SLOPE,30060,1233109,1225514,51,189.25847142998276
2004,EBS_SLOPE,30060,1227420,1225620,21,35474.9009130526
2004,EBS_SLOPE,10112,1230571,1225456,22,1311.2974011124652
2004,EBS_SLOPE,10112,1227489,1225622,25,32.055155382557444
2004,EBS_SLOPE,21720,1231296,1225545,11,54.79428035383955
2004,EBS_SLOPE,10261,NA,1225431,61,0
2004,EBS_SLOPE,10261,NA,1225586,14,0
2008,EBS_SLOPE,21740,NA,-4566,64,0
2008,EBS_SLOPE,21740,-107566,-4479,12,65.48073774964531
2008,EBS_SLOPE,10110,-110723,-4550,62,965.9195353362344
2008,EBS_SLOPE,10130,NA,-4638,23,0
2008,EBS_SLOPE,10115,-110690,-4549,61,23.226058671625523
2008,EBS_SLOPE,10115,-110035,-4532,45,27.078811961534438
2008,EBS_SLOPE,10115,-112308,-4588,41,60.08560636681506
2008,EBS_SLOPE,21720,NA,-4545,65,0
2008,EBS_SLOPE,21720,NA,-4470,12,0
2008,EBS_SLOPE,21720,NA,-4523,12,0
2008,EBS_SLOPE,10261,NA,-4544,51,0
2008,EBS_SLOPE,10261,-114900,-4657,11,1467.648704283519
2010,EBS_SLOPE,10130,NA,-6479,63,0
2010,EBS_SLOPE,10130,-179321,-6460,31,13040.211406605806
2010,EBS_SLOPE,10130,NA,-7251,23,0
2010,EBS_SLOPE,10130,-198171,-7278,12,81.25668336220654
2010,EBS_SLOPE,10115,-180341,-6487,62,195.17945775243047
2010,EBS_SLOPE,10110,-199408,-7304,12,307.8393996721254
2010,EBS_SLOPE,30060,NA,-6466,61,0
2010,EBS_SLOPE,30060,NA,-6461,45,0
2010,EBS_SLOPE,30060,NA,-7219,35,0
2010,EBS_SLOPE,30060,-199919,-7318,12,129.73195354578965
2010,EBS_SLOPE,21720,-179448,-6464,41,33.07627773330121
2010,EBS_SLOPE,21720,-182287,-6535,41,231.50827642088205
2010,EBS_SLOPE,10261,NA,-6509,55,0
2010,EBS_SLOPE,10261,NA,-7277,13,0
2010,EBS_SLOPE,10261,NA,-7270,12,0
2012,EBS_SLOPE,21720,NA,-9326,15,0
2012,EBS_SLOPE,21720,-230464,-8726,11,82.86587313201677
2012,EBS_SLOPE,21740,-245791,-9364,11,1148.845439054886
2012,EBS_SLOPE,30060,NA,-9286,25,0
2016,EBS_SLOPE,21720,NA,-15561,34,0
2016,EBS_SLOPE,21720,NA,-16269,11,0
2016,EBS_SLOPE,21720,-461097,-16267,11,368.5237762096989
2016,EBS_SLOPE,10115,-445694,-15830,62,553.8505420466024
2016,EBS_SLOPE,10115,-446700,-15854,54,75.73124193935594
2016,EBS_SLOPE,10115,-447392,-15871,42,190.9672855852737
2016,EBS_SLOPE,10115,-460863,-16261,14,64.16634174435366
2016,EBS_SLOPE,10112,NA,-15839,65,0
2016,EBS_SLOPE,10112,NA,-16311,15,0
2016,EBS_SLOPE,10112,-460600,-16317,12,308.3274622645727
2016,EBS_SLOPE,10130,-461328,-16272,11,6592.7789152269625
2016,EBS_SLOPE,10261,NA,-15854,54,0
2016,EBS_SLOPE,10261,NA,-15883,13,0
2002,EBS_SLOPE,10112,1134842,1129989,21,528.8529561781863
2002,EBS_SLOPE,10115,1133912,1129960,52,26.81118610944621
2002,EBS_SLOPE,10115,1136115,1129969,24,90.433582908921
2002,EBS_SLOPE,21720,NA,1129941,12,0
2002,EBS_SLOPE,21720,1130555,1130050,11,49.6521691766583
2002,EBS_SLOPE,21720,NA,1129932,11,0
2002,EBS_SLOPE,21740,1135349,1129977,12,49.98120082084126
2002,EBS_SLOPE,21740,NA,1130022,62,0
2002,EBS_SLOPE,30060,NA,1130034,64,0
2002,EBS_SLOPE,30060,1132366,1130026,41,30664.480118875967
2002,EBS_SLOPE,10261,NA,1130039,34,0
2004,EBS_SLOPE,10110,NA,1225524,63,0
2004,EBS_SLOPE,10110,1230048,1225531,11,7828.21265775753
2004,EBS_SLOPE,10110,1232584,1225592,41,4841.808434817638
2004,EBS_SLOPE,10110,1231057,1225625,31,1391.1760892182504
2004,EBS_SLOPE,10110,NA,1225549,24,0
2004,EBS_SLOPE,10110,1234413,1225454,21,536.3974932857785
2004,EBS_SLOPE,10110,1226423,1225415,13,107.91045892267881
2004,EBS_SLOPE,10130,1226700,1225504,52,288.6673527327417
2004,EBS_SLOPE,10130,NA,1225589,13,0
2004,EBS_SLOPE,30060,1232182,1225574,12,67.39884503317185
2004,EBS_SLOPE,30060,1230530,1225446,42,76.02050881286753
2004,EBS_SLOPE,30060,NA,1225615,14,0
2004,EBS_SLOPE,10112,1231657,1225537,12,126.11243781395692
2004,EBS_SLOPE,10112,NA,1225617,25,0
2004,EBS_SLOPE,21720,NA,1225610,11,0
2004,EBS_SLOPE,21720,NA,1225556,62,0
2004,EBS_SLOPE,21720,1230329,1225576,61,80.13895453604914
2004,EBS_SLOPE,21720,1231818,1225533,11,287.22997966568414
2004,EBS_SLOPE,10261,NA,1225429,61,0
2008,EBS_SLOPE,10112,-111577,-4572,62,75.600245156475
2008,EBS_SLOPE,10112,-109969,-4530,42,1659.4179037712238
2008,EBS_SLOPE,10112,-114056,-4636,22,452.5283300835766
2008,EBS_SLOPE,10112,-107100,-4469,11,428.05837003933857
2008,EBS_SLOPE,21740,-114124,-4638,23,290.1826255648514
2008,EBS_SLOPE,30060,NA,-4536,44,0
2008,EBS_SLOPE,10130,-110254,-4538,42,3436.830295429932
2008,EBS_SLOPE,21720,NA,-4473,12,0
2008,EBS_SLOPE,10261,NA,-4554,61,0
2010,EBS_SLOPE,21740,NA,-6515,55,0
2010,EBS_SLOPE,10115,NA,-6540,33,0
2010,EBS_SLOPE,10115,-198583,-7286,13,25.04607475912689
2010,EBS_SLOPE,10115,NA,-7309,11,0
2010,EBS_SLOPE,10110,-179518,-6466,61,3518.6543414721114
2010,EBS_SLOPE,10110,NA,-7227,33,0
2010,EBS_SLOPE,10110,-199503,-7306,11,4688.600269688288
2010,EBS_SLOPE,10261,NA,-6460,31,0
2010,EBS_SLOPE,10261,NA,-7245,22,0
2012,EBS_SLOPE,10112,-232763,-8788,61,853.9014693444844
2012,EBS_SLOPE,10112,-243095,-9299,43,278.7010030018378
2012,EBS_SLOPE,10112,NA,-9295,35,0
2012,EBS_SLOPE,10112,-243756,-9317,24,276.3215325985907
2012,EBS_SLOPE,21720,NA,-8789,62,0
2012,EBS_SLOPE,21720,NA,-8803,55,0
2012,EBS_SLOPE,21720,NA,-9358,14,0
2012,EBS_SLOPE,10115,NA,-8800,53,0
2012,EBS_SLOPE,10110,-245031,-9347,12,10972.681079151727
2012,EBS_SLOPE,10130,NA,-8782,63,0
2012,EBS_SLOPE,30060,NA,-8787,62,0
2012,EBS_SLOPE,30060,-231766,-8761,61,5649.485740350331
2012,EBS_SLOPE,10261,NA,-8752,51,0
2012,EBS_SLOPE,10261,NA,-9305,35,0
2012,EBS_SLOPE,10261,NA,-9364,11,0
2016,EBS_SLOPE,10110,NA,-15859,54,0
2016,EBS_SLOPE,10110,-430949,-15540,33,24.152104155466127
2016,EBS_SLOPE,10110,NA,-16309,15,0
2016,EBS_SLOPE,21720,NA,-16287,13,0
2016,EBS_SLOPE,30060,NA,-15856,52,0
2016,EBS_SLOPE,30060,NA,-15881,32,0
2016,EBS_SLOPE,10115,-459674,-16254,12,435.35610319076153
2016,EBS_SLOPE,10112,-431349,-15552,43,354.796889424711
2016,EBS_SLOPE,21740,-459407,-16282,25,20.73886090893948
2016,EBS_SLOPE,10261,NA,-15826,61,0
2016,EBS_SLOPE,10261,NA,-15818,53,0
2002,EBS_SLOPE,10112,1131390,1129921,13,128.80830778549355
2002,EBS_SLOPE,10115,1134233,1129953,41,28.264869412911526
2002,EBS_SLOPE,10115,1131391,1129921,13,180.331630899691
2002,EBS_SLOPE,10130,1130477,1129939,11,379.78164074783564
2002,EBS_SLOPE,10130,NA,1129905,45,0
2002,EBS_SLOPE,21720,1134617,1130043,31,0
2002,EBS_SLOPE,21740,NA,1130039,34,0
2002,EBS_SLOPE,21740,1135908,1129971,25,22.766109640673385
2002,EBS_SLOPE,30060,NA,1130051,62,0
2002,EBS_SLOPE,10261,NA,1130030,12,0
2004,EBS_SLOPE,10110,1234301,1225621,23,40.9820831660069
2004,EBS_SLOPE,10130,1231108,1225412,12,1966.5834211904478
2004,EBS_SLOPE,10130,NA,1225503,44,0
2004,EBS_SLOPE,10130,NA,1225454,21,0
2004,EBS_SLOPE,21740,1225699,1225412,12,4326.483526618985
2004,EBS_SLOPE,21740,1228373,1225484,11,2938.529652338656
2004,EBS_SLOPE,21740,1226608,1225610,11,1464.0114531445993
2004,EBS_SLOPE,21740,1234332,1225623,22,47.49641188356426
2004,EBS_SLOPE,21740,NA,1225578,13,0
2004,EBS_SLOPE,30060,NA,1225568,13,0
2004,EBS_SLOPE,10112,1233925,1225472,32,289.90720992642287
2004,EBS_SLOPE,10261,NA,1225420,11,0
2008,EBS_SLOPE,10112,-111931,-4579,62,104.3695523790288
2008,EBS_SLOPE,10112,-108509,-4499,12,3470.208167805196
2008,EBS_SLOPE,21740,NA,-4589,41,0
2008,EBS_SLOPE,30060,NA,-4620,33,0
2008,EBS_SLOPE,30060,NA,-4663,14,0
2008,EBS_SLOPE,30060,NA,-4593,13,0
2008,EBS_SLOPE,30060,NA,-4655,12,0
2008,EBS_SLOPE,10130,-110883,-4554,61,735.134815188056
2008,EBS_SLOPE,10130,-107764,-4483,13,21.572987478649754
2008,EBS_SLOPE,10130,-108358,-4496,11,2996.242373777853
2008,EBS_SLOPE,10130,-106977,-4466,11,2742.2847776555504
2008,EBS_SLOPE,10115,NA,-4536,44,0
2008,EBS_SLOPE,21720,NA,-4489,13,0
2008,EBS_SLOPE,21720,NA,-4477,11,0
2008,EBS_SLOPE,21720,-108664,-4503,11,253.51658618436934
2010,EBS_SLOPE,21740,NA,-7269,12,0
2010,EBS_SLOPE,10112,-182352,-6538,41,1175.9560728664717
2010,EBS_SLOPE,10112,-179070,-6453,31,90.96553088620894
2010,EBS_SLOPE,10110,NA,-7285,14,0
2010,EBS_SLOPE,30060,-200511,-7330,12,454.29062733068446
2010,EBS_SLOPE,30060,NA,-7273,12,0
2010,EBS_SLOPE,21720,NA,-7224,32,0
2012,EBS_SLOPE,21720,NA,-8777,62,0
2012,EBS_SLOPE,21720,NA,-9325,11,0
2012,EBS_SLOPE,21740,-245191,-9350,11,9606.475384181544
2012,EBS_SLOPE,10130,NA,-8800,53,0
2012,EBS_SLOPE,10130,NA,-9327,13,0
2012,EBS_SLOPE,10130,NA,-9331,12,0
2012,EBS_SLOPE,30060,-232870,-8790,61,56.09490809690732
2012,EBS_SLOPE,30060,-231028,-8741,31,1168.5655857435
2012,EBS_SLOPE,30060,NA,-9330,12,0
2012,EBS_SLOPE,30060,-244608,-9336,12,562.3751207700572
2012,EBS_SLOPE,10261,NA,-8776,61,0
2012,EBS_SLOPE,10261,NA,-8812,45,0
2016,EBS_SLOPE,10110,NA,-16313,13,0
2016,EBS_SLOPE,21720,NA,-15868,42,0
2016,EBS_SLOPE,21720,NA,-16283,22,0
2016,EBS_SLOPE,10130,NA,-15557,33,0
2016,EBS_SLOPE,21740,-445910,-15835,61,19046.473395084005
2016,EBS_SLOPE,21740,-447475,-15873,44,22.434723927261242
2016,EBS_SLOPE,10261,NA,-15880,33,0
2016,EBS_SLOPE,10261,NA,-16314,13,0
2016,EBS_SLOPE,10261,NA,-15887,12,0
2002,EBS_SLOPE,10112,1131606,1130040,33,151.04282230159356
2002,EBS_SLOPE,10115,1135557,1129957,11,344.9463973009817
2002,EBS_SLOPE,10115,1130872,1129928,15,162.82898141865448
2002,EBS_SLOPE,21720,1135753,1130035,11,481.5508248002527
2002,EBS_SLOPE,21740,NA,1130031,33,0
2002,EBS_SLOPE,21740,NA,1129967,23,0
2002,EBS_SLOPE,30060,1131016,1129925,11,22537.004307071933
2002,EBS_SLOPE,30060,NA,1130000,43,0
2002,EBS_SLOPE,30060,1134861,1129989,21,691.5769426945513
2002,EBS_SLOPE,10261,NA,1130051,62,0
2002,EBS_SLOPE,10261,NA,1129971,25,0
2004,EBS_SLOPE,10110,NA,1225477,35,0
2004,EBS_SLOPE,10110,1229348,1225481,21,3670.254417900751
2004,EBS_SLOPE,10130,NA,1225551,33,0
2004,EBS_SLOPE,10130,NA,1225614,22,0
2004,EBS_SLOPE,10130,NA,1225568,13,0
2004,EBS_SLOPE,10115,1234902,1225564,62,101.60160709358037
2004,EBS_SLOPE,10115,1226829,1225555,52,341.1056879475797
2004,EBS_SLOPE,10115,1229310,1225579,31,52.51994641915066
2004,EBS_SLOPE,10115,1233411,1225398,14,45.37054395471076
2004,EBS_SLOPE,30060,NA,1225607,12,0
2004,EBS_SLOPE,30060,1227231,1225563,11,651.8491657132955
2004,EBS_SLOPE,30060,NA,1225447,43,0
2004,EBS_SLOPE,30060,NA,1225623,22,0
2004,EBS_SLOPE,10261,NA,1225521,62,0
2004,EBS_SLOPE,10261,NA,1225478,31,0
2004,EBS_SLOPE,10261,NA,1225585,12,0
2008,EBS_SLOPE,10112,-110129,-4535,42,1338.8371712317971
2008,EBS_SLOPE,10112,-112630,-4596,24,1233.253648704245
2008,EBS_SLOPE,10110,NA,-4618,45,0
2008,EBS_SLOPE,10110,-114365,-4644,11,3999.328112877037
2008,EBS_SLOPE,30060,NA,-4486,15,0
2008,EBS_SLOPE,10130,NA,-4628,35,0
2008,EBS_SLOPE,10130,-108663,-4503,11,7398.0749241075055
2008,EBS_SLOPE,21720,NA,-4654,12,0
2008,EBS_SLOPE,10261,NA,-4566,64,0
2008,EBS_SLOPE,10261,NA,-4637,25,0
2008,EBS_SLOPE,10261,NA,-4498,11,0
2010,EBS_SLOPE,10130,NA,-7229,23,0
2010,EBS_SLOPE,10130,-200198,-7324,12,943.4739752138677
2010,EBS_SLOPE,21740,NA,-6529,41,0
2010,EBS_SLOPE,21740,NA,-7239,22,0
2010,EBS_SLOPE,21740,NA,-7247,21,0
2010,EBS_SLOPE,21740,NA,-7256,12,0
2010,EBS_SLOPE,10112,-181836,-6524,43,298.50345293869185
2010,EBS_SLOPE,10112,-197397,-7261,11,326.75541997383993
2010,EBS_SLOPE,10115,-181920,-6525,42,264.11660642527033
2010,EBS_SLOPE,10110,-195987,-7229,23,23.35543847733752
2010,EBS_SLOPE,10110,-198815,-7291,13,72.52999115134108
2010,EBS_SLOPE,21720,NA,-6469,62,0
2010,EBS_SLOPE,21720,-180747,-6495,61,24.772741066639913
2010,EBS_SLOPE,21720,-182371,-6539,31,452.5116204984144
2010,EBS_SLOPE,21720,NA,-7299,12,0
2010,EBS_SLOPE,21720,NA,-7293,12,0
2010,EBS_SLOPE,21720,NA,-7258,12,0
2010,EBS_SLOPE,10261,NA,-7324,12,0
2012,EBS_SLOPE,10112,-246012,-9370,12,36010.48077495849
2012,EBS_SLOPE,10115,-232003,-8767,62,661.5687703917441
2012,EBS_SLOPE,10115,-232856,-8790,61,1570.657426713405
2012,EBS_SLOPE,10110,NA,-8731,14,0
2012,EBS_SLOPE,10110,NA,-9358,14,0
2012,EBS_SLOPE,10110,-230772,-8734,12,396.52775374221653
2012,EBS_SLOPE,21740,NA,-8764,65,0
2012,EBS_SLOPE,21740,-243837,-9319,21,10295.67587431474
2012,EBS_SLOPE,10130,-232573,-8784,61,117.1229336952432
2012,EBS_SLOPE,10130,-232174,-8772,61,3681.4873208776344
2012,EBS_SLOPE,30060,NA,-8792,62,0
2016,EBS_SLOPE,21720,-431052,-15543,31,77.75543086694661
2016,EBS_SLOPE,30060,NA,-15831,65,0
2016,EBS_SLOPE,30060,-447219,-15866,42,26.243890881470882
2016,EBS_SLOPE,30060,NA,-16295,25,0
2016,EBS_SLOPE,30060,NA,-15887,12,0
2016,EBS_SLOPE,10115,-445540,-15826,61,95.67726298732735
2016,EBS_SLOPE,10115,NA,-16255,11,0
2016,EBS_SLOPE,10115,NA,-16306,11,0
2016,EBS_SLOPE,10112,-446527,-15850,62,335.7661398134339
2016,EBS_SLOPE,10112,-453587,-15891,11,184.05274951801186
2016,EBS_SLOPE,10130,-446018,-15838,61,9099.162701341591
2016,EBS_SLOPE,21740,NA,-15836,63,0
2016,EBS_SLOPE,10261,NA,-16280,22,0
2016,EBS_SLOPE,10261,NA,-16267,11,0
2002,EBS_SLOPE,10112,1131268,1129924,11,111.07402472841012
2002,EBS_SLOPE,10115,1132814,1130034,64,92.44543956824282
2002,EBS_SLOPE,10130,1134611,1130043,31,696.6706943521743
2002,EBS_SLOPE,21740,NA,1129909,43,0
2002,EBS_SLOPE,30060,1130235,1130042,12,445.41749243576294
2002,EBS_SLOPE,30060,NA,1129941,12,0
2002,EBS_SLOPE,10261,NA,1129951,13,0
2002,EBS_SLOPE,10261,NA,1129983,13,0
2004,EBS_SLOPE,21740,1230376,1225445,61,8398.753273438504
2004,EBS_SLOPE,21740,NA,1225598,21,0
2004,EBS_SLOPE,10115,NA,1225484,11,0
2004,EBS_SLOPE,10115,NA,1225621,23,0
2004,EBS_SLOPE,10115,1231013,1225426,14,74.580380944653
2004,EBS_SLOPE,10115,1230032,1225567,13,395.8203482269096
2004,EBS_SLOPE,30060,NA,1225594,64,0
2004,EBS_SLOPE,30060,1225782,1225408,11,994.4114078876713
2004,EBS_SLOPE,30060,NA,1225497,43,0
2004,EBS_SLOPE,10112,NA,1225505,53,0
2004,EBS_SLOPE,21720,NA,1225510,55,0
2004,EBS_SLOPE,10261,NA,1225543,62,0
2008,EBS_SLOPE,10112,-111118,-4560,61,1196.5761170985343
2008,EBS_SLOPE,10112,-107128,-4470,12,297.45866460313283
2008,EBS_SLOPE,10112,-108553,-4500,12,1120.8563342393588
2008,EBS_SLOPE,10110,-111176,-4562,61,914.9490785090355
2008,EBS_SLOPE,10110,NA,-4486,15,0
2008,EBS_SLOPE,30060,NA,-4619,32,0
2008,EBS_SLOPE,10130,NA,-4565,65,0
2008,EBS_SLOPE,10130,-108262,-4494,12,1109.6638135878422
2008,EBS_SLOPE,10115,-107755,-4483,13,151.01091235054827
2008,EBS_SLOPE,10115,-108873,-4507,12,46.98826594926235
2008,EBS_SLOPE,21720,NA,-4546,64,0
2008,EBS_SLOPE,21720,NA,-4594,14,0
2008,EBS_SLOPE,21720,NA,-4487,13,0
2008,EBS_SLOPE,10261,NA,-4491,15,0
2008,EBS_SLOPE,10261,NA,-4658,11,0
2010,EBS_SLOPE,10130,NA,-6500,63,0
2010,EBS_SLOPE,10130,-180499,-6490,62,212.97427952221065
2010,EBS_SLOPE,10130,NA,-7328,12,0
2010,EBS_SLOPE,21740,NA,-7255,14,0
2010,EBS_SLOPE,21740,NA,-7303,11,0
2010,EBS_SLOPE,10112,-199221,-7299,12,444.15353258949114
2010,EBS_SLOPE,10110,NA,-7284,15,0
2010,EBS_SLOPE,30060,-180204,-6485,62,23.37423434773615
2010,EBS_SLOPE,30060,-182016,-6528,41,51.31497970980045
2010,EBS_SLOPE,21720,NA,-7276,14,0
2010,EBS_SLOPE,21720,NA,-7290,13,0
2010,EBS_SLOPE,10261,NA,-7323,12,0
2012,EBS_SLOPE,10112,-233927,-8818,42,957.1640130544754
2012,EBS_SLOPE,10112,-243471,-9310,34,129.70238930737654
2012,EBS_SLOPE,10112,-242498,-9285,24,51.38250803776573
2012,EBS_SLOPE,10112,-244338,-9330,12,434.01923804739954
2012,EBS_SLOPE,21720,-232655,-8786,61,57.95715517303833
2012,EBS_SLOPE,21720,NA,-8812,45,0
2012,EBS_SLOPE,10115,NA,-9300,41,0
2012,EBS_SLOPE,10110,-234078,-8822,32,56.87379048997993
2012,EBS_SLOPE,10110,NA,-8737,25,0
2012,EBS_SLOPE,21740,NA,-9365,15,0
